Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",,ICD-10 codes
Incidence,Lip cancer,2019,Persons,Australia,849,2.9,3.5, ,C00
Incidence,Melanoma of the skin,2007,Males,New South Wales,"2,127",61.8,76.7, ,C43
Incidence,Melanoma of the skin,2007,Males,Victoria,"1,188",46.3,56.6, ,C43
Incidence,Melanoma of the skin,2007,Males,Queensland,"1,592",79.5,96.7, ,C43
Incidence,Melanoma of the skin,2007,Males,Western Australia,576,56.5,68.1, ,C43
Incidence,Melanoma of the skin,2007,Males,South Australia,342,40.5,49.2, ,C43
Incidence,Melanoma of the skin,2007,Males,Tasmania,127,48.0,60.5, ,C43
Incidence,Melanoma of the skin,2007,Males,Australian Capital Territory,72,52.8,64.5, ,C43
Incidence,Melanoma of the skin,2007,Males,Northern Territory,30,35.8,40.7, ,C43
Incidence,Melanoma of the skin,2007,Males,Australia,"6,037",58.3,71.5, ,C43
Incidence,Melanoma of the skin,2007,Females,New South Wales,"1,420",37.5,43.2, ,C43
Incidence,Melanoma of the skin,2007,Females,Victoria,986,34.6,39.7, ,C43
Incidence,Melanoma of the skin,2007,Females,Queensland,"1,127",52.8,59.6, ,C43
Incidence,Melanoma of the skin,2007,Females,Western Australia,411,38.0,44.2, ,C43
Incidence,Melanoma of the skin,2007,Females,South Australia,280,30.7,34.4, ,C43
Incidence,Melanoma of the skin,2007,Females,Tasmania,110,38.3,42.8, ,C43
Incidence,Melanoma of the skin,2007,Females,Australian Capital Territory,59,36.0,40.6, ,C43
Incidence,Melanoma of the skin,2007,Females,Northern Territory,20,24.6,26.5, ,C43
Incidence,Melanoma of the skin,2007,Females,Australia,"4,403",39.0,44.5, ,C43
Incidence,Melanoma of the skin,2007,Persons,New South Wales,"3,547",48.4,58.1, ,C43
Incidence,Melanoma of the skin,2007,Persons,Victoria,"2,174",39.8,47.2, ,C43
Incidence,Melanoma of the skin,2007,Persons,Queensland,"2,719",65.2,76.7, ,C43
Incidence,Melanoma of the skin,2007,Persons,Western Australia,987,46.6,55.2, ,C43
Incidence,Melanoma of the skin,2007,Persons,South Australia,622,34.8,40.6, ,C43
Incidence,Melanoma of the skin,2007,Persons,Tasmania,237,41.9,49.7, ,C43
Incidence,Melanoma of the skin,2007,Persons,Australian Capital Territory,131,43.3,51.0, ,C43
Incidence,Melanoma of the skin,2007,Persons,Northern Territory,50,30.6,34.1, ,C43
Incidence,Melanoma of the skin,2007,Persons,Australia,"10,440",47.7,56.6, ,C43
Incidence,Melanoma of the skin,2008,Males,New South Wales,"2,154",61.0,75.1, ,C43
Incidence,Melanoma of the skin,2008,Males,Victoria,"1,247",47.6,58.6, ,C43
Incidence,Melanoma of the skin,2008,Males,Queensland,"1,773",86.3,104.1, ,C43
Incidence,Melanoma of the skin,2008,Males,Western Australia,661,63.7,78.2, ,C43
Incidence,Melanoma of the skin,2008,Males,South Australia,413,48.1,59.2, ,C43
Incidence,Melanoma of the skin,2008,Males,Tasmania,163,59.7,71.0, ,C43
Incidence,Melanoma of the skin,2008,Males,Australian Capital Territory,76,54.3,66.2, ,C43
Incidence,Melanoma of the skin,2008,Males,Northern Territory,29,35.5,41.4, ,C43
Incidence,Melanoma of the skin,2008,Males,Australia,"6,528",61.6,75.3, ,C43
Incidence,Melanoma of the skin,2008,Females,New South Wales,"1,489",38.3,44.9, ,C43
Incidence,Melanoma of the skin,2008,Females,Victoria,981,33.9,38.5, ,C43
Incidence,Melanoma of the skin,2008,Females,Queensland,"1,196",54.7,61.5, ,C43
Incidence,Melanoma of the skin,2008,Females,Western Australia,425,37.9,44.3, ,C43
Incidence,Melanoma of the skin,2008,Females,South Australia,325,34.2,39.3, ,C43
Incidence,Melanoma of the skin,2008,Females,Tasmania,114,41.1,45.7, ,C43
Incidence,Melanoma of the skin,2008,Females,Australian Capital Territory,62,37.4,42.0, ,C43
Incidence,Melanoma of the skin,2008,Females,Northern Territory,20,25.5,28.4, ,C43
Incidence,Melanoma of the skin,2008,Females,Australia,"4,608",39.9,45.7, ,C43
Incidence,Melanoma of the skin,2008,Persons,New South Wales,"3,643",48.5,58.3, ,C43
Incidence,Melanoma of the skin,2008,Persons,Victoria,"2,228",39.9,47.2, ,C43
Incidence,Melanoma of the skin,2008,Persons,Queensland,"2,969",69.3,81.1, ,C43
Incidence,Melanoma of the skin,2008,Persons,Western Australia,"1,086",49.8,59.6, ,C43
Incidence,Melanoma of the skin,2008,Persons,South Australia,738,40.1,47.8, ,C43
Incidence,Melanoma of the skin,2008,Persons,Tasmania,277,49.3,56.6, ,C43
Incidence,Melanoma of the skin,2008,Persons,Australian Capital Territory,139,44.7,52.5, ,C43
Incidence,Melanoma of the skin,2008,Persons,Northern Territory,49,30.9,35.4, ,C43
Incidence,Melanoma of the skin,2008,Persons,Australia,"11,136",49.6,58.9, ,C43
Incidence,Melanoma of the skin,2009,Males,New South Wales,"2,190",60.5,74.6, ,C43
Incidence,Melanoma of the skin,2009,Males,Victoria,"1,333",49.8,61.1, ,C43
Incidence,Melanoma of the skin,2009,Males,Queensland,"1,786",84.7,102.9, ,C43
Incidence,Melanoma of the skin,2009,Males,Western Australia,640,59.4,73.6, ,C43
Incidence,Melanoma of the skin,2009,Males,South Australia,381,44.2,53.3, ,C43
Incidence,Melanoma of the skin,2009,Males,Tasmania,160,57.9,68.3, ,C43
Incidence,Melanoma of the skin,2009,Males,Australian Capital Territory,77,53.6,65.6, ,C43
Incidence,Melanoma of the skin,2009,Males,Northern Territory,30,36.3,43.0, ,C43
Incidence,Melanoma of the skin,2009,Males,Australia,"6,602",60.8,74.4, ,C43
Incidence,Melanoma of the skin,2009,Females,New South Wales,"1,534",38.7,45.1, ,C43
Incidence,Melanoma of the skin,2009,Females,Victoria,"1,047",34.9,40.7, ,C43
Incidence,Melanoma of the skin,2009,Females,Queensland,"1,267",56.6,64.4, ,C43
Incidence,Melanoma of the skin,2009,Females,Western Australia,399,34.4,39.4, ,C43
Incidence,Melanoma of the skin,2009,Females,South Australia,289,29.7,34.8, ,C43
Incidence,Melanoma of the skin,2009,Females,Tasmania,115,39.3,43.8, ,C43
Incidence,Melanoma of the skin,2009,Females,Australian Capital Territory,57,33.7,37.9, ,C43
Incidence,Melanoma of the skin,2009,Females,Northern Territory,20,27.3,31.8, ,C43
Incidence,Melanoma of the skin,2009,Females,Australia,"4,710",39.8,45.9, ,C43
Incidence,Melanoma of the skin,2009,Persons,New South Wales,"3,724",48.6,58.5, ,C43
Incidence,Melanoma of the skin,2009,Persons,Victoria,"2,380",41.5,49.6, ,C43
Incidence,Melanoma of the skin,2009,Persons,Queensland,"3,053",69.6,82.0, ,C43
Incidence,Melanoma of the skin,2009,Persons,Western Australia,"1,039",46.1,55.4, ,C43
Incidence,Melanoma of the skin,2009,Persons,South Australia,670,36.3,43.1, ,C43
Incidence,Melanoma of the skin,2009,Persons,Tasmania,275,47.9,55.2, ,C43
Incidence,Melanoma of the skin,2009,Persons,Australian Capital Territory,135,42.3,49.8, ,C43
Incidence,Melanoma of the skin,2009,Persons,Northern Territory,50,32.3,38.1, ,C43
Incidence,Melanoma of the skin,2009,Persons,Australia,"11,312",49.3,58.8, ,C43
Incidence,Melanoma of the skin,2010,Males,New South Wales,"2,335",63.1,78.5, ,C43
Incidence,Melanoma of the skin,2010,Males,Victoria,"1,304",47.1,58.0, ,C43
Incidence,Melanoma of the skin,2010,Males,Queensland,"1,847",85.3,104.4, ,C43
Incidence,Melanoma of the skin,2010,Males,Western Australia,650,59.1,73.3, ,C43
Incidence,Melanoma of the skin,2010,Males,South Australia,386,43.4,52.3, ,C43
Incidence,Melanoma of the skin,2010,Males,Tasmania,158,54.8,66.7, ,C43
Incidence,Melanoma of the skin,2010,Males,Australian Capital Territory,74,50.7,62.6, ,C43
Incidence,Melanoma of the skin,2010,Males,Northern Territory,32,39.3,46.8, ,C43
Incidence,Melanoma of the skin,2010,Males,Australia,"6,804",61.0,75.2, ,C43
Incidence,Melanoma of the skin,2010,Females,New South Wales,"1,563",38.5,45.3, ,C43
Incidence,Melanoma of the skin,2010,Females,Victoria,972,31.8,37.0, ,C43
Incidence,Melanoma of the skin,2010,Females,Queensland,"1,270",54.6,62.7, ,C43
Incidence,Melanoma of the skin,2010,Females,Western Australia,389,32.6,38.0, ,C43
Incidence,Melanoma of the skin,2010,Females,South Australia,313,31.6,36.9, ,C43
Incidence,Melanoma of the skin,2010,Females,Tasmania,134,45.0,50.3, ,C43
Incidence,Melanoma of the skin,2010,Females,Australian Capital Territory,50,28.6,32.5, ,C43
Incidence,Melanoma of the skin,2010,Females,Northern Territory,21,26.3,30.1, ,C43
Incidence,Melanoma of the skin,2010,Females,Australia,"4,709",38.7,45.0, ,C43
Incidence,Melanoma of the skin,2010,Persons,New South Wales,"3,898",49.7,60.2, ,C43
Incidence,Melanoma of the skin,2010,Persons,Victoria,"2,276",38.7,46.4, ,C43
Incidence,Melanoma of the skin,2010,Persons,Queensland,"3,117",68.9,81.9, ,C43
Incidence,Melanoma of the skin,2010,Persons,Western Australia,"1,039",44.8,54.1, ,C43
Incidence,Melanoma of the skin,2010,Persons,South Australia,699,36.8,43.6, ,C43
Incidence,Melanoma of the skin,2010,Persons,Tasmania,292,49.4,57.7, ,C43
Incidence,Melanoma of the skin,2010,Persons,Australian Capital Territory,124,38.4,45.8, ,C43
Incidence,Melanoma of the skin,2010,Persons,Northern Territory,53,33.1,38.8, ,C43
Incidence,Melanoma of the skin,2010,Persons,Australia,"11,513",48.9,58.6, ,C43
Incidence,Melanoma of the skin,2011,Males,New South Wales,"2,398",62.6,78.3, ,C43
Incidence,Melanoma of the skin,2011,Males,Victoria,"1,172",41.0,50.1, ,C43
Incidence,Melanoma of the skin,2011,Males,Queensland,"1,925",85.6,104.4, ,C43
Incidence,Melanoma of the skin,2011,Males,Western Australia,667,58.6,72.7, ,C43
Incidence,Melanoma of the skin,2011,Males,South Australia,404,43.7,53.9, ,C43
Incidence,Melanoma of the skin,2011,Males,Tasmania,132,45.0,54.7, ,C43
Incidence,Melanoma of the skin,2011,Males,Australian Capital Territory,76,50.6,62.6, ,C43
Incidence,Melanoma of the skin,2011,Males,Northern Territory,33,41.3,49.7, ,C43
Incidence,Melanoma of the skin,2011,Males,Australia,"6,803",59.0,72.7, ,C43
Incidence,Melanoma of the skin,2011,Females,New South Wales,"1,616",39.2,46.4, ,C43
Incidence,Melanoma of the skin,2011,Females,Victoria,900,28.6,33.5, ,C43
Incidence,Melanoma of the skin,2011,Females,Queensland,"1,381",58.2,66.5, ,C43
Incidence,Melanoma of the skin,2011,Females,Western Australia,449,36.2,42.4, ,C43
Incidence,Melanoma of the skin,2011,Females,South Australia,290,28.7,33.8, ,C43
Incidence,Melanoma of the skin,2011,Females,Tasmania,129,43.2,49.2, ,C43
Incidence,Melanoma of the skin,2011,Females,Australian Capital Territory,48,26.9,30.8, ,C43
Incidence,Melanoma of the skin,2011,Females,Northern Territory,22,26.9,31.2, ,C43
Incidence,Melanoma of the skin,2011,Females,Australia,"4,842",39.0,45.4, ,C43
Incidence,Melanoma of the skin,2011,Persons,New South Wales,"4,014",49.8,60.6, ,C43
Incidence,Melanoma of the skin,2011,Persons,Victoria,"2,072",34.3,41.1, ,C43
Incidence,Melanoma of the skin,2011,Persons,Queensland,"3,306",71.1,84.2, ,C43
Incidence,Melanoma of the skin,2011,Persons,Western Australia,"1,116",46.5,56.2, ,C43
Incidence,Melanoma of the skin,2011,Persons,South Australia,694,35.7,43.0, ,C43
Incidence,Melanoma of the skin,2011,Persons,Tasmania,261,43.5,51.1, ,C43
Incidence,Melanoma of the skin,2011,Persons,Australian Capital Territory,124,37.5,44.9, ,C43
Incidence,Melanoma of the skin,2011,Persons,Northern Territory,55,34.5,41.0, ,C43
Incidence,Melanoma of the skin,2011,Persons,Australia,"11,645",48.1,57.8, ,C43
Incidence,Melanoma of the skin,2012,Males,New South Wales,"2,489",63.8,79.4, ,C43
Incidence,Melanoma of the skin,2012,Males,Victoria,"1,291",44.2,54.4, ,C43
Incidence,Melanoma of the skin,2012,Males,Queensland,"2,017",87.9,107.2, ,C43
Incidence,Melanoma of the skin,2012,Males,Western Australia,696,58.9,73.7, ,C43
Incidence,Melanoma of the skin,2012,Males,South Australia,394,41.8,51.9, ,C43
Incidence,Melanoma of the skin,2012,Males,Tasmania,146,48.8,57.7, ,C43
Incidence,Melanoma of the skin,2012,Males,Australian Capital Territory,79,51.2,64.1, ,C43
Incidence,Melanoma of the skin,2012,Males,Northern Territory,37,46.4,56.5, ,C43
Incidence,Melanoma of the skin,2012,Males,Australia,"7,156",60.7,74.9, ,C43
Incidence,Melanoma of the skin,2012,Females,New South Wales,"1,699",40.4,47.2, ,C43
Incidence,Melanoma of the skin,2012,Females,Victoria,987,30.7,35.7, ,C43
Incidence,Melanoma of the skin,2012,Females,Queensland,"1,428",58.3,67.5, ,C43
Incidence,Melanoma of the skin,2012,Females,Western Australia,453,35.8,41.3, ,C43
Incidence,Melanoma of the skin,2012,Females,South Australia,305,30.3,35.4, ,C43
Incidence,Melanoma of the skin,2012,Females,Tasmania,109,34.0,40.2, ,C43
Incidence,Melanoma of the skin,2012,Females,Australian Capital Territory,54,29.2,33.5, ,C43
Incidence,Melanoma of the skin,2012,Females,Northern Territory,23,28.7,34.2, ,C43
Incidence,Melanoma of the skin,2012,Females,Australia,"5,083",39.9,46.5, ,C43
Incidence,Melanoma of the skin,2012,Persons,New South Wales,"4,188",51.1,61.8, ,C43
Incidence,Melanoma of the skin,2012,Persons,Victoria,"2,278",36.8,44.1, ,C43
Incidence,Melanoma of the skin,2012,Persons,Queensland,"3,445",72.2,86.0, ,C43
Incidence,Melanoma of the skin,2012,Persons,Western Australia,"1,149",46.5,56.3, ,C43
Incidence,Melanoma of the skin,2012,Persons,South Australia,699,35.5,42.8, ,C43
Incidence,Melanoma of the skin,2012,Persons,Tasmania,255,41.3,48.8, ,C43
Incidence,Melanoma of the skin,2012,Persons,Australian Capital Territory,132,38.9,47.0, ,C43
Incidence,Melanoma of the skin,2012,Persons,Northern Territory,60,38.3,46.4, ,C43
Incidence,Melanoma of the skin,2012,Persons,Australia,"12,239",49.5,59.4, ,C43
Incidence,Melanoma of the skin,2013,Males,New South Wales,"2,540",63.7,79.3, ,C43
Incidence,Melanoma of the skin,2013,Males,Victoria,"1,329",44.2,55.1, ,C43
Incidence,Melanoma of the skin,2013,Males,Queensland,"2,168",91.1,112.1, ,C43
Incidence,Melanoma of the skin,2013,Males,Western Australia,785,65.2,80.7, ,C43
Incidence,Melanoma of the skin,2013,Males,South Australia,438,45.7,57.2, ,C43
Incidence,Melanoma of the skin,2013,Males,Tasmania,138,45.7,55.7, ,C43
Incidence,Melanoma of the skin,2013,Males,Australian Capital Territory,81,50.4,63.3, ,C43
Incidence,Melanoma of the skin,2013,Males,Northern Territory,39,46.9,58.1, ,C43
Incidence,Melanoma of the skin,2013,Males,Australia,"7,533",62.2,77.2, ,C43
Incidence,Melanoma of the skin,2013,Females,New South Wales,"1,767",41.0,48.2, ,C43
Incidence,Melanoma of the skin,2013,Females,Victoria,"1,000",30.1,35.5, ,C43
Incidence,Melanoma of the skin,2013,Females,Queensland,"1,528",61.7,69.9, ,C43
Incidence,Melanoma of the skin,2013,Females,Western Australia,535,41.3,49.2, ,C43
Incidence,Melanoma of the skin,2013,Females,South Australia,286,28.0,32.2, ,C43
Incidence,Melanoma of the skin,2013,Females,Tasmania,136,43.5,49.8, ,C43
Incidence,Melanoma of the skin,2013,Females,Australian Capital Territory,54,29.0,34.0, ,C43
Incidence,Melanoma of the skin,2013,Females,Northern Territory,24,29.3,35.4, ,C43
Incidence,Melanoma of the skin,2013,Females,Australia,"5,340",41.1,47.8, ,C43
Incidence,Melanoma of the skin,2013,Persons,New South Wales,"4,307",51.5,62.4, ,C43
Incidence,Melanoma of the skin,2013,Persons,Victoria,"2,329",36.5,44.3, ,C43
Incidence,Melanoma of the skin,2013,Persons,Queensland,"3,696",75.5,89.8, ,C43
Incidence,Melanoma of the skin,2013,Persons,Western Australia,"1,320",52.4,63.6, ,C43
Incidence,Melanoma of the skin,2013,Persons,South Australia,724,36.0,43.3, ,C43
Incidence,Melanoma of the skin,2013,Persons,Tasmania,274,44.0,51.9, ,C43
Incidence,Melanoma of the skin,2013,Persons,Australian Capital Territory,135,38.6,47.0, ,C43
Incidence,Melanoma of the skin,2013,Persons,Northern Territory,63,38.8,47.7, ,C43
Incidence,Melanoma of the skin,2013,Persons,Australia,"12,873",50.8,61.3, ,C43
Incidence,Melanoma of the skin,2014,Males,New South Wales,"2,558",63.2,78.4, ,C43
Incidence,Melanoma of the skin,2014,Males,Victoria,"1,401",45.4,56.3, ,C43
Incidence,Melanoma of the skin,2014,Males,Queensland,"2,205",90.6,111.9, ,C43
Incidence,Melanoma of the skin,2014,Males,Western Australia,774,61.9,77.2, ,C43
Incidence,Melanoma of the skin,2014,Males,South Australia,482,49.6,61.4, ,C43
Incidence,Melanoma of the skin,2014,Males,Tasmania,163,51.2,63.7, ,C43
Incidence,Melanoma of the skin,2014,Males,Australian Capital Territory,81,49.8,62.9, ,C43
Incidence,Melanoma of the skin,2014,Males,Northern Territory,43,52.1,65.4, ,C43
Incidence,Melanoma of the skin,2014,Males,Australia,"7,718",62.3,77.3, ,C43
Incidence,Melanoma of the skin,2014,Females,New South Wales,"1,797",41.1,48.2, ,C43
Incidence,Melanoma of the skin,2014,Females,Victoria,"1,064",31.5,36.9, ,C43
Incidence,Melanoma of the skin,2014,Females,Queensland,"1,505",59.1,67.8, ,C43
Incidence,Melanoma of the skin,2014,Females,Western Australia,532,40.3,47.0, ,C43
Incidence,Melanoma of the skin,2014,Females,South Australia,313,30.1,35.2, ,C43
Incidence,Melanoma of the skin,2014,Females,Tasmania,169,51.3,60.4, ,C43
Incidence,Melanoma of the skin,2014,Females,Australian Capital Territory,63,33.0,38.8, ,C43
Incidence,Melanoma of the skin,2014,Females,Northern Territory,25,28.1,33.1, ,C43
Incidence,Melanoma of the skin,2014,Females,Australia,"5,486",41.4,48.2, ,C43
Incidence,Melanoma of the skin,2014,Persons,New South Wales,"4,355",51.2,61.9, ,C43
Incidence,Melanoma of the skin,2014,Persons,Victoria,"2,465",37.8,45.6, ,C43
Incidence,Melanoma of the skin,2014,Persons,Queensland,"3,710",73.7,88.2, ,C43
Incidence,Melanoma of the skin,2014,Persons,Western Australia,"1,306",50.3,60.9, ,C43
Incidence,Melanoma of the skin,2014,Persons,South Australia,795,39.0,47.0, ,C43
Incidence,Melanoma of the skin,2014,Persons,Tasmania,332,51.0,61.6, ,C43
Incidence,Melanoma of the skin,2014,Persons,Australian Capital Territory,144,40.3,49.3, ,C43
Incidence,Melanoma of the skin,2014,Persons,Northern Territory,68,40.7,50.1, ,C43
Incidence,Melanoma of the skin,2014,Persons,Australia,"13,204",51.0,61.4, ,C43
Incidence,Melanoma of the skin,2015,Males,New South Wales,"2,581",61.7,77.3, ,C43
Incidence,Melanoma of the skin,2015,Males,Victoria,"1,532",48.2,60.1, ,C43
Incidence,Melanoma of the skin,2015,Males,Queensland,"2,195",88.2,107.5, ,C43
Incidence,Melanoma of the skin,2015,Males,Western Australia,900,71.2,88.2, ,C43
Incidence,Melanoma of the skin,2015,Males,South Australia,474,47.6,59.0, ,C43
Incidence,Melanoma of the skin,2015,Males,Tasmania,166,52.0,64.6, ,C43
Incidence,Melanoma of the skin,2015,Males,Australian Capital Territory,84,49.5,62.4, ,C43
Incidence,Melanoma of the skin,2015,Males,Northern Territory,48,55.7,69.9, ,C43
Incidence,Melanoma of the skin,2015,Males,Australia,"8,014",63.1,78.2, ,C43
Incidence,Melanoma of the skin,2015,Females,New South Wales,"1,778",39.9,47.2, ,C43
Incidence,Melanoma of the skin,2015,Females,Victoria,"1,161",33.7,39.4, ,C43
Incidence,Melanoma of the skin,2015,Females,Queensland,"1,561",59.5,68.6, ,C43
Incidence,Melanoma of the skin,2015,Females,Western Australia,670,49.3,58.0, ,C43
Incidence,Melanoma of the skin,2015,Females,South Australia,295,27.4,32.3, ,C43
Incidence,Melanoma of the skin,2015,Females,Tasmania,136,42.5,48.5, ,C43
Incidence,Melanoma of the skin,2015,Females,Australian Capital Territory,70,35.8,42.4, ,C43
Incidence,Melanoma of the skin,2015,Females,Northern Territory,27,31.2,37.6, ,C43
Incidence,Melanoma of the skin,2015,Females,Australia,"5,711",42.2,49.3, ,C43
Incidence,Melanoma of the skin,2015,Persons,New South Wales,"4,359",49.9,61.0, ,C43
Incidence,Melanoma of the skin,2015,Persons,Victoria,"2,693",40.3,48.8, ,C43
Incidence,Melanoma of the skin,2015,Persons,Queensland,"3,756",73.0,86.8, ,C43
Incidence,Melanoma of the skin,2015,Persons,Western Australia,"1,570",59.5,72.1, ,C43
Incidence,Melanoma of the skin,2015,Persons,South Australia,769,36.7,44.5, ,C43
Incidence,Melanoma of the skin,2015,Persons,Tasmania,302,46.6,55.5, ,C43
Incidence,Melanoma of the skin,2015,Persons,Australian Capital Territory,153,41.7,51.0, ,C43
Incidence,Melanoma of the skin,2015,Persons,Northern Territory,75,44.2,54.8, ,C43
Incidence,Melanoma of the skin,2015,Persons,Australia,"13,725",51.9,62.6, ,C43
Incidence,Melanoma of the skin,2016,Males,New South Wales,"2,857",67.1,83.4, ,C43
Incidence,Melanoma of the skin,2016,Males,Victoria,"1,569",48.1,59.3, ,C43
Incidence,Melanoma of the skin,2016,Males,Queensland,"2,331",91.3,111.6, ,C43
Incidence,Melanoma of the skin,2016,Males,Western Australia,919,70.3,86.8, ,C43
Incidence,Melanoma of the skin,2016,Males,South Australia,463,45.6,55.9, ,C43
Incidence,Melanoma of the skin,2016,Males,Tasmania,186,59.1,71.1, ,C43
Incidence,Melanoma of the skin,2016,Males,Australian Capital Territory,92,52.7,66.5, ,C43
Incidence,Melanoma of the skin,2016,Males,Northern Territory,54,58.5,73.4, ,C43
Incidence,Melanoma of the skin,2016,Males,Australia,"8,497",65.4,80.6, ,C43
Incidence,Melanoma of the skin,2016,Females,New South Wales,"1,926",42.4,49.9, ,C43
Incidence,Melanoma of the skin,2016,Females,Victoria,"1,253",35.4,41.4, ,C43
Incidence,Melanoma of the skin,2016,Females,Queensland,"1,633",60.5,70.2, ,C43
Incidence,Melanoma of the skin,2016,Females,Western Australia,626,45.6,53.9, ,C43
Incidence,Melanoma of the skin,2016,Females,South Australia,343,31.6,37.2, ,C43
Incidence,Melanoma of the skin,2016,Females,Tasmania,148,45.5,52.3, ,C43
Incidence,Melanoma of the skin,2016,Females,Australian Capital Territory,75,37.7,44.8, ,C43
Incidence,Melanoma of the skin,2016,Females,Northern Territory,28,31.9,38.5, ,C43
Incidence,Melanoma of the skin,2016,Females,Australia,"6,040",43.6,51.0, ,C43
Incidence,Melanoma of the skin,2016,Persons,New South Wales,"4,783",53.8,65.3, ,C43
Incidence,Melanoma of the skin,2016,Persons,Victoria,"2,822",41.2,49.5, ,C43
Incidence,Melanoma of the skin,2016,Persons,Queensland,"3,964",75.1,89.7, ,C43
Incidence,Melanoma of the skin,2016,Persons,Western Australia,"1,545",57.3,69.4, ,C43
Incidence,Melanoma of the skin,2016,Persons,South Australia,806,38.1,45.9, ,C43
Incidence,Melanoma of the skin,2016,Persons,Tasmania,334,51.9,61.1, ,C43
Incidence,Melanoma of the skin,2016,Persons,Australian Capital Territory,167,44.3,54.3, ,C43
Incidence,Melanoma of the skin,2016,Persons,Northern Territory,82,46.1,57.3, ,C43
Incidence,Melanoma of the skin,2016,Persons,Australia,"14,537",53.7,64.7, ,C43
Incidence,Melanoma of the skin,2017,Males,New South Wales,"2,967",68.1,84.9, ,C43
Incidence,Melanoma of the skin,2017,Males,Victoria,"1,673",50.0,62.0, ,C43
Incidence,Melanoma of the skin,2017,Males,Queensland,"2,475",94.0,114.2, ,C43
Incidence,Melanoma of the skin,2017,Males,Western Australia,870,65.1,81.2, ,C43
Incidence,Melanoma of the skin,2017,Males,South Australia,469,45.5,55.8, ,C43
Incidence,Melanoma of the skin,2017,Males,Tasmania,180,54.0,66.8, ,C43
Incidence,Melanoma of the skin,2017,Males,Australian Capital Territory,107,59.4,74.2, ,C43
Incidence,Melanoma of the skin,2017,Males,Northern Territory,52,56.8,71.6, ,C43
Incidence,Melanoma of the skin,2017,Males,Australia,"8,825",66.2,81.7, ,C43
Incidence,Melanoma of the skin,2017,Females,New South Wales,"1,953",42.2,49.7, ,C43
Incidence,Melanoma of the skin,2017,Females,Victoria,"1,309",35.9,42.4, ,C43
Incidence,Melanoma of the skin,2017,Females,Queensland,"1,675",61.1,70.6, ,C43
Incidence,Melanoma of the skin,2017,Females,Western Australia,592,41.5,49.2, ,C43
Incidence,Melanoma of the skin,2017,Females,South Australia,334,30.1,35.8, ,C43
Incidence,Melanoma of the skin,2017,Females,Tasmania,159,46.6,53.8, ,C43
Incidence,Melanoma of the skin,2017,Females,Australian Capital Territory,77,37.8,44.9, ,C43
Incidence,Melanoma of the skin,2017,Females,Northern Territory,29,32.3,39.1, ,C43
Incidence,Melanoma of the skin,2017,Females,Australia,"6,137",43.3,50.8, ,C43
Incidence,Melanoma of the skin,2017,Persons,New South Wales,"4,920",54.3,66.0, ,C43
Incidence,Melanoma of the skin,2017,Persons,Victoria,"2,982",42.3,51.3, ,C43
Incidence,Melanoma of the skin,2017,Persons,Queensland,"4,150",76.6,91.0, ,C43
Incidence,Melanoma of the skin,2017,Persons,Western Australia,"1,462",52.6,64.1, ,C43
Incidence,Melanoma of the skin,2017,Persons,South Australia,803,37.3,45.0, ,C43
Incidence,Melanoma of the skin,2017,Persons,Tasmania,339,49.8,59.5, ,C43
Incidence,Melanoma of the skin,2017,Persons,Australian Capital Territory,184,47.5,58.1, ,C43
Incidence,Melanoma of the skin,2017,Persons,Northern Territory,81,45.2,56.3, ,C43
Incidence,Melanoma of the skin,2017,Persons,Australia,"14,962",54.0,65.1, ,C43
Incidence,Melanoma of the skin,2018,Males,New South Wales,"2,984",67.5,83.4, ,C43
Incidence,Melanoma of the skin,2018,Males,Victoria,"1,763",51.4,63.7, ,C43
Incidence,Melanoma of the skin,2018,Males,Queensland,"2,343",86.5,106.1, ,C43
Incidence,Melanoma of the skin,2018,Males,Western Australia,863,62.7,77.6, ,C43
Incidence,Melanoma of the skin,2018,Males,South Australia,479,44.6,56.0, ,C43
Incidence,Melanoma of the skin,2018,Males,Tasmania,205,59.9,72.2, ,C43
Incidence,Melanoma of the skin,2018,Males,Australian Capital Territory,114,61.6,77.2, ,C43
Incidence,Melanoma of the skin,2018,Males,Northern Territory,52,56.6,71.2, ,C43
Incidence,Melanoma of the skin,2018,Males,Australia,"8,814",64.6,79.8, ,C43
Incidence,Melanoma of the skin,2018,Females,New South Wales,"2,022",43.4,50.7, ,C43
Incidence,Melanoma of the skin,2018,Females,Victoria,"1,311",35.1,41.7, ,C43
Incidence,Melanoma of the skin,2018,Females,Queensland,"1,735",61.3,71.0, ,C43
Incidence,Melanoma of the skin,2018,Females,Western Australia,626,43.0,51.1, ,C43
Incidence,Melanoma of the skin,2018,Females,South Australia,310,27.6,32.4, ,C43
Incidence,Melanoma of the skin,2018,Females,Tasmania,196,57.5,66.3, ,C43
Incidence,Melanoma of the skin,2018,Females,Australian Capital Territory,81,38.4,45.5, ,C43
Incidence,Melanoma of the skin,2018,Females,Northern Territory,30,31.9,37.7, ,C43
Incidence,Melanoma of the skin,2018,Females,Australia,"6,320",43.7,51.2, ,C43
Incidence,Melanoma of the skin,2018,Persons,New South Wales,"5,006",54.6,65.8, ,C43
Incidence,Melanoma of the skin,2018,Persons,Victoria,"3,075",42.6,51.7, ,C43
